Customer ID,Age,Gender,Subscription Status,Previous Purchases,Frequency of Purchases,Location
4060,25,Female,No,,Quarterly,Houston
1544,56,Male,No,24,Annually,Wisconsin
3720,20,Female,No,8,Every 3 Months,Pennsylvania
4434,47,Male,No,10,Weekly,Houston
3655,21,Female,No,10,Annually,Arkansas
2239,40,Male,No,18,Weekly,Florida
3226,53,Female,No,31,Weekly,New Hampshire
181,51,Male,Yes,12,Fortnightly,South Dakota
1980,49,Male,No,38,Fortnightly,Tennessee
1029,45,Male,Yes,4,Fortnightly,Nebraska
2045,49,Male,No,17,Fortnightly,Missouri
2119,60,Male,No,28,Quarterly,Georgia
1107,52,Male,No,12,Fortnightly,Minnesota
1663,63,Male,No,46,Fortnightly,New Mexico
4650,28,Other,No,12,Weekly,Houston
433,47,Male,Yes,26,Weekly,Indiana
2117,67,Male,No,50,Bi-Weekly,Kansas
4810,53,Male,Yes,,Quarterly,Los Angeles
3402,44,Female,No,39,Weekly,Nevada
4380,61,Other,No,9,Quarterly,Chicago
3610,21,Female,No,31,Monthly,New Mexico
2020,31,Male,No,23,Fortnightly,Idaho
3555,39,Female,No,5,Fortnightly,Louisiana
765,55,Male,Yes,6,Quarterly,Virginia
1845,60,Male,No,31,Annually,South Dakota
778,55,Male,Yes,37,Weekly,Wyoming
4699,45,Female,No,,Weekly,Chicago
91,25,Male,Yes,29,Monthly,South Carolina
3284,47,Female,No,10,Every 3 Months,North Carolina
588,29,Male,Yes,48,Every 3 Months,Washington
2115,37,Male,No,12,Annually,Vermont
1017,20,Male,Yes,15,Every 3 Months,Idaho
2610,66,Male,No,18,Bi-Weekly,Arkansas
4920,32,Male,Yes,41,Weekly,Houston
442,43,Male,Yes,32,Annually,Florida
1711,19,Male,No,7,Quarterly,Arkansas
955,60,Male,Yes,18,Every 3 Months,Louisiana
4421,57,Female,No,,Weekly,Phoenix
3646,38,Female,No,31,Every 3 Months,Colorado
2841,40,Female,No,41,Annually,West Virginia
1551,66,Male,No,40,Quarterly,Arkansas
1012,43,Male,Yes,32,Fortnightly,Montana
680,56,Male,Yes,37,Fortnightly,Michigan
3561,18,Female,No,5,Annually,Kansas
1708,25,Male,No,25,Bi-Weekly,Nevada
4196,19,Female,Yes,,Quarterly,Los Angeles
124,57,Male,Yes,46,Weekly,Louisiana
1042,36,Male,Yes,11,Fortnightly,Minnesota
4117,34,Other,Yes,,Weekly,Los Angeles
3076,54,Female,No,21,Every 3 Months,Utah
1363,41,Male,No,29,Weekly,Colorado
36,54,Male,Yes,48,Bi-Weekly,Massachusetts
118,50,Male,Yes,29,Fortnightly,South Dakota
1524,54,Male,No,35,Annually,Georgia
4840,35,Male,Yes,,Monthly,New York
1423,44,Male,No,3,Bi-Weekly,Texas
4690,22,Female,No,1,Quarterly,Houston
3745,24,Female,No,26,Fortnightly,New Jersey
4791,30,Other,Yes,,Monthly,Houston
1335,46,Male,No,12,Monthly,West Virginia
2874,44,Female,No,8,Monthly,Montana
4229,68,Other,No,,Weekly,New York
2877,65,Female,No,5,Fortnightly,New Mexico
2002,51,Male,No,2,Fortnightly,Wyoming
3641,47,Female,No,17,Monthly,Minnesota
1073,48,Male,No,34,Fortnightly,Idaho
4157,40,Male,Yes,,Quarterly,Phoenix
3273,58,Female,No,34,Quarterly,Texas
5013,54,Female,No,8,Quarterly,Phoenix
3669,59,Female,No,18,Annually,Michigan
3540,29,Female,No,17,Bi-Weekly,New York
4554,33,Female,No,22,Monthly,Los Angeles
1388,21,Male,No,20,Monthly,Maryland
4890,36,Female,Yes,,Weekly,Phoenix
2927,64,Female,No,9,Weekly,Maryland
2116,44,Male,No,16,Bi-Weekly,Rhode Island
1114,28,Male,No,11,Bi-Weekly,Maryland
3832,36,Female,No,16,Every 3 Months,Nevada
1746,40,Male,No,27,Weekly,West Virginia
3569,29,Female,No,14,Quarterly,Arkansas
2762,31,Female,No,3,Every 3 Months,Michigan
2538,44,Male,No,30,Fortnightly,Maine
3330,34,Female,No,1,Bi-Weekly,New Jersey
4495,21,Female,No,35,Monthly,Los Angeles
3793,43,Female,No,2,Fortnightly,Massachusetts
3391,32,Female,No,38,Annually,Oregon
676,64,Male,Yes,9,Annually,Arkansas
894,33,Male,Yes,14,Monthly,Nebraska
1905,22,Male,No,46,Monthly,Nevada
2224,30,Male,No,5,Quarterly,Kansas
4335,22,Other,No,1,Weekly,Los Angeles
4177,51,Other,No,,Monthly,Los Angeles
1589,48,Male,No,3,Monthly,Vermont
3015,24,Female,No,38,Every 3 Months,Utah
2306,68,Male,No,47,Weekly,Maine
3288,24,Female,No,38,Weekly,West Virginia
4178,63,Other,Yes,15,Quarterly,Houston
2010,37,Male,No,26,Bi-Weekly,Alabama
2558,70,Male,No,17,Fortnightly,Oklahoma
1508,66,Male,No,7,Annually,Pennsylvania
123,40,Male,Yes,44,Fortnightly,Washington
2955,33,Female,No,15,Annually,South Dakota
1448,23,Male,No,25,Monthly,New Mexico
4936,58,Female,No,,Weekly,Houston
1822,57,Male,No,29,Quarterly,Maine
2237,23,Male,No,18,Fortnightly,Louisiana
4144,22,Female,Yes,14,Quarterly,Chicago
7,63,Male,Yes,49,Quarterly,Montana
1682,24,Male,No,14,Bi-Weekly,Virginia
1253,28,Male,No,8,Quarterly,Massachusetts
4503,32,Male,No,,Quarterly,Chicago
4350,64,Other,No,14,Weekly,Chicago
204,70,Male,Yes,18,Weekly,Indiana
2976,61,Female,No,48,Every 3 Months,Georgia
288,56,Male,Yes,18,Fortnightly,Delaware
2741,19,Female,No,34,Fortnightly,Pennsylvania
4648,46,Male,No,25,Monthly,Phoenix
2781,33,Female,No,29,Fortnightly,Ohio
4731,35,Male,No,47,Weekly,New York
4507,20,Male,Yes,9,Quarterly,Chicago
1856,60,Male,No,9,Annually,Rhode Island
464,37,Male,Yes,29,,Georgia
4570,56,Other,No,10,Monthly,New York
3386,62,Female,No,16,Every 3 Months,Rhode Island
3507,18,Female,No,12,Fortnightly,Illinois
5019,26,Female,No,4,Quarterly,Los Angeles
4366,66,Female,No,6,Quarterly,New York
1794,65,Male,No,45,Every 3 Months,Iowa
4797,38,Male,No,15,Monthly,Houston
4930,25,Other,No,,Quarterly,Los Angeles
2931,38,Female,No,14,Monthly,Mississippi
3366,43,Female,No,45,Every 3 Months,Tennessee
2251,41,Male,No,19,Weekly,Colorado
3568,32,Female,No,26,Monthly,New Mexico
3283,24,Female,No,5,Monthly,California
2933,65,Female,No,3,Quarterly,Alaska
444,22,Male,Yes,24,Annually,Hawaii
1598,43,Male,No,34,Quarterly,Mississippi
4916,33,Other,No,18,Weekly,Phoenix
4904,20,Female,No,29,Weekly,New York
2356,22,Male,No,12,Monthly,Tennessee
1587,25,Male,No,21,Weekly,Oklahoma
2392,42,Male,No,31,Quarterly,Michigan
3698,55,Female,No,39,Weekly,Pennsylvania
46,50,Male,Yes,25,Annually,Tennessee
743,64,Male,Yes,21,Quarterly,Nevada
4613,36,Male,No,39,Quarterly,Los Angeles
4752,47,Male,Yes,,Weekly,Chicago
1718,29,Male,No,16,Bi-Weekly,Hawaii
4657,27,Female,No,,Weekly,New York
1903,31,Male,No,21,Monthly,New Mexico
1986,23,Male,No,6,Fortnightly,Tennessee
4308,69,Female,No,,Weekly,Houston
179,61,Male,Yes,21,Quarterly,Idaho
3608,50,Female,No,20,Bi-Weekly,New Mexico
3065,22,Female,No,49,Quarterly,Idaho
2049,45,Male,,35,Quarterly,Michigan
5000,50,Female,No,,Quarterly,Los Angeles
260,32,Male,Yes,13,Annually,Louisiana
4063,54,Female,No,0,Quarterly,Chicago
1607,55,Male,No,4,Fortnightly,Kansas
2747,39,Female,No,21,Every 3 Months,Ohio
1223,58,Male,No,27,Annually,Indiana
1665,19,Male,No,35,Weekly,Minnesota
1096,19,Male,No,30,Quarterly,Tennessee
2944,29,Female,No,37,Monthly,Virginia
819,59,Male,Yes,34,Monthly,Idaho
3593,61,Female,No,18,Fortnightly,New Jersey
1514,22,Male,No,27,Monthly,Texas
887,19,Male,Yes,48,Monthly,Utah
908,32,Male,Yes,34,Bi-Weekly,Missouri
3871,61,Female,No,19,Every 3 Months,Ohio
3211,30,Female,No,43,Bi-Weekly,Nevada
719,22,Male,Yes,25,Annually,Florida
4465,60,Female,No,,Quarterly,Houston
2784,19,Female,No,26,Quarterly,Virginia
4200,68,Other,Yes,,Weekly,Chicago
3612,63,Female,No,30,Annually,Washington
2975,57,Female,No,34,Weekly,Tennessee
2072,69,Male,No,37,Quarterly,South Carolina
2743,27,Female,No,47,Annually,Texas
4254,59,Other,Yes,13,Quarterly,New York
1765,61,Male,No,34,Quarterly,Delaware
273,48,Male,Yes,37,Bi-Weekly,Oregon
5018,39,Other,Yes,,Monthly,New York
1243,56,Male,No,15,Quarterly,Nevada
4467,25,Female,Yes,,Monthly,Houston
3287,45,Female,No,4,Fortnightly,Illinois
3777,19,Female,No,10,Fortnightly,Alaska
832,66,Male,Yes,47,Every 3 Months,Washington
2891,39,Female,No,23,Monthly,North Dakota
1003,55,Male,Yes,3,Bi-Weekly,North Dakota
4675,70,Female,No,,Monthly,New York
4750,38,Other,Yes,41,Weekly,Los Angeles
2330,49,Male,No,42,Annually,Nebraska
1699,25,Male,No,46,Quarterly,Iowa
227,29,Male,Yes,5,Monthly,Texas
1533,68,Male,No,5,Every 3 Months,Wisconsin
2095,53,Male,No,19,Annually,South Carolina
2094,21,Male,No,4,Annually,Washington
3741,42,Female,No,26,Bi-Weekly,Virginia
3304,20,Female,No,4,Fortnightly,Mississippi
534,57,Male,Yes,17,Weekly,North Carolina
2736,46,Female,No,2,Bi-Weekly,California
1037,68,Male,Yes,13,Monthly,Hawaii
2660,35,Female,No,46,Fortnightly,Kansas
1325,39,Male,No,11,Fortnightly,Indiana
4446,50,Other,Yes,30,Weekly,Los Angeles
1234,46,Male,No,40,Every 3 Months,Utah
477,21,Male,Yes,2,Fortnightly,Connecticut
188,19,Male,Yes,1,Bi-Weekly,Georgia
3727,47,Female,No,36,Every 3 Months,Idaho
471,50,Male,Yes,6,Every 3 Months,Minnesota
2867,54,Female,No,19,Annually,Connecticut
4592,57,Female,No,49,Quarterly,New York
4902,29,Other,Yes,,Quarterly,New York
51,49,Male,Yes,39,Bi-Weekly,Maryland
4458,66,Female,Yes,,Monthly,Phoenix
659,62,Male,Yes,20,Weekly,Louisiana
2932,36,Female,No,49,Bi-Weekly,Alabama
4848,48,Male,Yes,,Weekly,Chicago
4786,47,Female,No,,Quarterly,Los Angeles
286,29,Male,Yes,3,Bi-Weekly,Kentucky
1865,19,Male,No,21,Quarterly,Wyoming
1254,39,Male,No,49,Annually,Montana
2529,52,Male,No,31,Monthly,Alabama
4800,30,Male,No,,Monthly,New York
4787,23,Other,Yes,,Quarterly,Houston
2334,33,Male,No,1,Every 3 Months,Kansas
4084,60,Other,Yes,,Quarterly,Chicago
3281,45,Female,No,5,Monthly,New York
382,66,Male,Yes,3,Every 3 Months,Maine
925,52,Male,Yes,37,Quarterly,Kansas
4226,41,Female,No,,Monthly,Chicago
2852,58,Female,No,42,Monthly,Nevada
3155,27,Female,No,32,Quarterly,Connecticut
764,61,Male,Yes,6,Monthly,North Carolina
1069,55,Male,No,47,Weekly,Wyoming
3471,19,Female,No,31,Bi-Weekly,West Virginia
2940,32,Female,No,34,Weekly,Kentucky
3139,47,Female,No,40,Every 3 Months,Kentucky
852,35,Male,Yes,19,Monthly,Massachusetts
1909,18,Male,No,19,Bi-Weekly,Georgia
3784,39,Female,No,17,Fortnightly,Maine
2753,48,Female,No,30,Bi-Weekly,Colorado
1487,25,Male,No,23,Every 3 Months,Idaho
694,46,Male,Yes,30,Every 3 Months,Vermont
4740,31,Female,Yes,,Monthly,Phoenix
2949,61,Female,No,38,Bi-Weekly,Vermont
896,40,Male,Yes,33,Quarterly,Mississippi
3679,56,Female,No,29,Fortnightly,Texas
2196,58,Male,No,2,Monthly,New York
3080,48,Female,No,4,Annually,Wyoming
667,35,Male,Yes,30,Quarterly,Colorado
4210,44,Male,Yes,,Weekly,Phoenix
3111,19,Female,No,2,Bi-Weekly,Texas
4461,57,Female,Yes,21,Monthly,Chicago
209,57,Male,Yes,17,Monthly,Wisconsin
4139,55,Male,No,,Weekly,Houston
2200,39,Male,No,40,Monthly,North Carolina
190,36,Male,Yes,4,Weekly,West Virginia
4370,46,Other,Yes,12,Monthly,New York
4569,61,Other,No,,Quarterly,Chicago
22,31,Male,Yes,22,Quarterly,North Carolina
3600,37,Female,No,4,Weekly,Kansas
1966,67,Male,No,25,Quarterly,Indiana
1091,38,Male,No,27,Fortnightly,Connecticut
4387,61,Other,Yes,,Quarterly,Chicago
2642,25,Male,No,20,Every 3 Months,Vermont
3414,34,Female,No,16,Bi-Weekly,Delaware
2839,51,Female,No,2,Weekly,Maine
900,65,Male,Yes,20,Annually,Rhode Island
2483,69,Male,No,46,Every 3 Months,Arizona
2454,21,Male,No,13,Annually,Iowa
4540,49,Female,No,15,Quarterly,Houston
703,18,Male,Yes,1,Weekly,Montana
4877,31,Female,No,13,Quarterly,Phoenix
1988,69,Male,No,4,Quarterly,Vermont
2615,18,Male,No,36,Fortnightly,North Dakota
1522,29,Male,No,50,Weekly,Washington
75,49,Male,Yes,3,Monthly,Indiana
3665,63,Female,No,1,Fortnightly,Missouri
4301,59,Male,No,12,Monthly,Phoenix
1683,65,Male,No,37,Bi-Weekly,New York
2011,24,Male,No,3,Bi-Weekly,Texas
3043,53,Female,No,14,Every 3 Months,South Dakota
2282,28,Male,No,41,Annually,Kansas
4279,42,Other,No,5,Weekly,Houston
3311,45,Female,No,12,Fortnightly,Iowa
185,32,Male,Yes,40,Fortnightly,Hawaii
4665,66,Female,Yes,,Monthly,Los Angeles
1246,42,Male,No,30,Weekly,New York
4285,18,Female,Yes,6,Monthly,Houston
1602,65,Male,No,33,Monthly,Indiana
333,19,Male,Yes,5,Monthly,New York
3621,60,Female,No,28,Fortnightly,Louisiana
2064,61,Male,No,32,Monthly,Indiana
4082,18,Male,Yes,10,Weekly,Los Angeles
963,29,Male,Yes,26,Fortnightly,Michigan
4312,35,Other,Yes,9,Weekly,Los Angeles
3755,46,Female,No,10,Every 3 Months,Nebraska
4773,68,Other,Yes,28,Weekly,Phoenix
4605,20,Male,No,36,Quarterly,New York
3363,50,Female,No,48,Fortnightly,Tennessee
3248,53,Female,No,12,Fortnightly,Arkansas
1469,42,Male,No,46,Fortnightly,Arkansas
109,70,Male,Yes,32,Bi-Weekly,Montana
3070,62,Female,No,17,Quarterly,Delaware
4861,30,Other,Yes,16,Quarterly,Phoenix
2536,47,Male,No,39,Fortnightly,Vermont
4091,44,Other,Yes,,Quarterly,Houston
386,67,Male,Yes,12,Bi-Weekly,West Virginia
4962,44,Other,No,28,Quarterly,Los Angeles
4745,66,Male,Yes,,Weekly,Houston
5008,63,Other,No,,Monthly,Los Angeles
1267,20,Male,No,14,Every 3 Months,North Dakota
4202,65,Male,No,42,Monthly,Los Angeles
790,33,Male,Yes,4,Bi-Weekly,Idaho
898,29,Male,Yes,46,Weekly,Illinois
3577,29,Female,No,12,Bi-Weekly,Maine
1523,38,Male,No,5,Monthly,Tennessee
1727,57,Male,No,45,Weekly,Indiana
2472,30,Male,No,1,Annually,Oklahoma
4746,60,Other,No,,Weekly,New York
2449,54,Male,No,38,Bi-Weekly,Tennessee
645,68,Male,Yes,37,Weekly,Louisiana
4291,21,Female,Yes,43,Quarterly,Houston
1440,25,Male,No,25,Fortnightly,New Mexico
1022,55,Male,Yes,39,Weekly,Massachusetts
2785,33,Female,No,12,Every 3 Months,Idaho
2349,54,Male,No,16,Every 3 Months,Maine
487,38,Male,Yes,37,Every 3 Months,New Mexico
1928,40,Male,No,8,Every 3 Months,Florida
904,44,Male,Yes,3,Quarterly,Washington
5031,69,Other,No,,Quarterly,Los Angeles
1118,25,Male,No,24,Monthly,California
1221,67,Male,No,36,Quarterly,Kentucky
366,55,Male,Yes,50,Quarterly,West Virginia
1767,60,Male,No,27,Bi-Weekly,Alaska
3598,29,Female,No,18,Quarterly,New Mexico
2250,42,Male,No,29,Weekly,Wyoming
769,64,Male,Yes,45,Weekly,Illinois
3378,37,Female,No,18,Fortnightly,Kentucky
2765,63,Female,No,2,Weekly,Arizona
626,49,Male,Yes,1,Weekly,Delaware
4596,42,Other,Yes,,Weekly,Phoenix
4046,57,Female,Yes,21,Weekly,Phoenix
3885,47,Female,No,3,Weekly,Maryland
4184,55,Male,No,,Weekly,New York
103,51,Male,Yes,35,Quarterly,Oklahoma
3078,60,Female,No,33,Bi-Weekly,Illinois
3607,41,Female,No,41,Annually,Minnesota
3795,44,Female,No,27,Weekly,South Dakota
2352,38,Male,No,25,Bi-Weekly,New Hampshire
3733,36,Female,No,28,Annually,Indiana
636,27,Male,Yes,28,Quarterly,South Carolina
3435,31,Female,No,6,Fortnightly,Ohio
3316,48,Female,No,4,Every 3 Months,Kentucky
3233,45,Female,No,19,Monthly,Massachusetts
1790,52,Male,No,43,Quarterly,Arizona
4539,23,Other,Yes,46,Monthly,Los Angeles
2029,29,Male,No,10,Bi-Weekly,Ohio
1808,34,Male,No,37,Fortnightly,Vermont
4386,39,Other,No,21,Quarterly,Phoenix
337,36,Male,Yes,16,Annually,Rhode Island
625,55,Male,Yes,21,Annually,South Carolina
3372,49,Female,No,28,Annually,Colorado
902,60,Male,Yes,34,Monthly,Missouri
327,62,Male,Yes,48,Weekly,New Jersey
216,62,Male,Yes,24,Bi-Weekly,New Jersey
3744,62,Female,No,36,Quarterly,Idaho
4610,44,Female,Yes,,Quarterly,Chicago
2030,25,Male,No,40,Quarterly,Montana
3064,26,Female,No,24,Fortnightly,Connecticut
2597,63,Male,No,35,Monthly,Louisiana
2369,29,Male,No,6,Every 3 Months,New Jersey
1913,29,Male,No,5,Bi-Weekly,Colorado
3171,65,Female,No,10,Fortnightly,Rhode Island
3209,61,Female,No,42,Weekly,Indiana
43,20,Male,Yes,15,Annually,Tennessee
52,59,Male,Yes,7,Quarterly,Vermont
2635,26,Male,No,20,Every 3 Months,North Carolina
3267,49,Female,No,33,Weekly,Alabama
1965,40,Male,No,50,Monthly,West Virginia
1275,54,Male,No,37,Quarterly,Missouri
2748,18,Female,No,21,Every 3 Months,West Virginia
710,49,Male,Yes,23,Monthly,Massachusetts
2577,20,Male,No,19,Quarterly,New Hampshire
4430,52,Female,No,35,Monthly,Los Angeles
1120,34,Male,No,36,Weekly,Louisiana
1920,34,Male,No,20,Bi-Weekly,Virginia
283,21,Male,Yes,9,Monthly,Minnesota
4262,23,Male,Yes,29,Monthly,New York
498,43,Male,Yes,31,Weekly,Oklahoma
532,50,Male,Yes,42,Weekly,Vermont
1152,41,Male,No,24,Weekly,Ohio
1360,27,Male,No,26,Fortnightly,North Carolina
1156,67,Male,No,47,Quarterly,Tennessee
4946,66,Other,Yes,4,Weekly,Chicago
2329,45,Male,No,29,Bi-Weekly,North Dakota
1662,64,Male,No,21,Quarterly,Iowa
2248,34,Male,No,18,Annually,Florida
2812,69,Female,No,19,Quarterly,Ohio
1466,46,Male,No,42,Bi-Weekly,Nebraska
621,33,Male,Yes,10,Every 3 Months,Rhode Island
1644,38,Male,No,6,Monthly,Ohio
1823,66,Male,No,4,Annually,Connecticut
1149,34,Male,No,10,Fortnightly,Florida
579,69,Male,Yes,22,Fortnightly,Maine
1326,28,Male,No,1,Monthly,Oregon
1733,45,Male,No,36,Every 3 Months,Rhode Island
112,26,Male,Yes,9,Annually,Massachusetts
3734,25,Female,No,6,Every 3 Months,Illinois
5059,62,Other,Yes,28,Quarterly,Phoenix
4701,55,Male,Yes,45,Monthly,Houston
1862,29,Male,No,19,Monthly,South Dakota
2139,67,Male,No,36,Quarterly,Mississippi
593,60,Male,Yes,42,Every 3 Months,North Dakota
4529,69,Female,Yes,,Quarterly,New York
1810,58,Male,No,6,Fortnightly,Alaska
3792,40,Female,No,1,Weekly,Texas
2453,68,Male,No,45,Every 3 Months,New York
2104,30,Male,No,21,Weekly,Indiana
1930,59,Male,No,46,Quarterly,Hawaii
2415,26,Male,No,14,Bi-Weekly,Virginia
1138,46,Male,No,16,Every 3 Months,New Mexico
1105,35,Male,No,8,Quarterly,Delaware
3864,40,Female,No,28,Fortnightly,New Hampshire
2193,41,Male,No,9,Monthly,Virginia
3053,48,Female,No,7,Fortnightly,Maine
1850,30,Male,No,35,Monthly,New Mexico
2797,55,Female,No,21,Annually,Oklahoma
756,66,Male,Yes,22,Weekly,Florida
2470,68,Male,No,27,Annually,Maryland
1477,39,Male,No,18,Monthly,Wyoming
4874,43,Female,Yes,,Quarterly,New York
4556,20,Male,Yes,12,Weekly,Phoenix
64,33,Male,Yes,43,Weekly,Arizona
4038,45,Female,No,14,Monthly,Chicago
1811,41,Male,No,16,Bi-Weekly,Maryland
2495,42,Male,No,26,Annually,Oklahoma
4948,26,Female,Yes,,Quarterly,Los Angeles
2333,36,Male,No,10,Monthly,South Carolina
1926,59,Male,No,44,Fortnightly,Utah
811,52,Male,Yes,32,Bi-Weekly,South Dakota
428,58,Male,Yes,6,Quarterly,Illinois
1705,56,Male,No,19,Every 3 Months,Idaho
2390,25,Male,No,17,Every 3 Months,Kansas
2804,46,Female,No,31,Monthly,Idaho
4609,29,Other,No,44,Weekly,Los Angeles
3465,36,Female,No,12,Annually,Utah
5047,67,Other,No,,Monthly,New York
4030,41,Male,Yes,34,Quarterly,Phoenix
1289,66,Male,No,34,Bi-Weekly,South Dakota
4524,20,Male,No,,Weekly,Phoenix
3296,70,Female,No,15,Weekly,West Virginia
4855,60,Male,Yes,,Weekly,Phoenix
4667,53,Female,No,,Monthly,Los Angeles
1167,48,Male,No,22,Fortnightly,Connecticut
1479,28,Male,No,13,Bi-Weekly,Washington
2966,48,Female,No,25,Fortnightly,Delaware
1563,37,Male,No,23,Bi-Weekly,Alabama
3675,35,Female,No,41,Fortnightly,Washington
4483,57,Other,Yes,,Weekly,Phoenix
1654,31,Male,No,29,Bi-Weekly,Colorado
2851,57,Female,No,36,Annually,Nebraska
1991,32,Male,No,15,Annually,Connecticut
3716,63,Female,No,2,Monthly,Nebraska
1534,50,Male,No,16,Quarterly,New Hampshire
1354,39,Male,No,4,Every 3 Months,Oregon
1063,59,Male,No,21,Every 3 Months,Ohio
1385,46,Male,No,8,Weekly,Alaska
2242,18,Male,No,3,Bi-Weekly,Maryland
945,54,Male,Yes,39,Bi-Weekly,Indiana
4873,32,Other,Yes,,Monthly,New York
1148,59,Male,No,17,Annually,Tennessee
4474,28,Male,No,10,Monthly,Los Angeles
2046,31,Male,No,26,Quarterly,Georgia
527,51,Male,Yes,19,Monthly,New Jersey
1897,57,Male,No,19,Monthly,Nevada
336,20,Male,Yes,44,Every 3 Months,Oregon
3605,63,Female,No,17,Annually,Louisiana
296,53,Male,Yes,24,Quarterly,West Virginia
3286,58,Female,No,11,Weekly,Hawaii
3234,45,Female,No,11,Bi-Weekly,Indiana
10,57,Male,Yes,4,Quarterly,Missouri
230,70,Male,Yes,27,Every 3 Months,Ohio
2733,21,Female,No,27,Every 3 Months,Delaware
1379,37,Male,No,24,Weekly,Kentucky
2405,28,Male,No,23,Bi-Weekly,West Virginia
3105,43,Female,No,41,Fortnightly,Georgia
1969,67,Male,No,25,Weekly,Minnesota
4054,63,Female,Yes,,Monthly,Phoenix
2476,69,Male,No,36,Monthly,California
4146,33,Male,No,32,Quarterly,Houston
152,28,Male,Yes,3,Annually,North Dakota
539,27,Male,Yes,43,Weekly,Virginia
3128,55,Female,No,43,Every 3 Months,Louisiana
3808,38,Female,No,36,Annually,Michigan
3432,46,Female,No,20,Annually,New Mexico
4242,61,Female,Yes,,Monthly,Phoenix
300,25,Male,Yes,28,Fortnightly,Pennsylvania
1278,19,Male,No,5,Quarterly,Rhode Island
3252,25,Female,No,39,Quarterly,Nevada
2554,69,Male,No,28,Every 3 Months,Vermont
1526,29,Male,No,22,Fortnightly,Oregon
1151,29,Male,No,50,Bi-Weekly,Kentucky
3509,52,Female,No,49,Weekly,Pennsylvania
1745,57,Male,No,23,Weekly,Michigan
4511,44,Female,Yes,6,Weekly,Houston
2805,65,Female,No,48,Every 3 Months,South Carolina
2043,19,Male,No,35,Monthly,Alabama
1678,65,Male,No,41,Weekly,Oregon
1731,23,Male,No,26,Weekly,Alabama
3448,62,Female,No,3,Bi-Weekly,Arkansas
2226,38,Male,No,18,Annually,Washington
1878,69,Male,No,3,Annually,Pennsylvania
721,33,Male,Yes,19,Weekly,New Mexico
4713,23,Male,No,24,Weekly,Los Angeles
4691,69,Female,No,35,Quarterly,Phoenix
4232,57,Female,No,33,Monthly,New York
3576,61,Female,No,49,Bi-Weekly,Kentucky
3778,43,Female,No,9,Weekly,Utah
1652,59,Male,No,42,Monthly,Texas
4859,28,Other,No,,Quarterly,Houston
53,42,Male,Yes,26,Weekly,Alaska
2878,32,Female,No,34,Monthly,New Jersey
3846,58,Female,No,46,Annually,California
4075,63,Male,No,30,Quarterly,Houston
3258,44,Female,No,39,Every 3 Months,Minnesota
4005,39,Other,No,37,Weekly,Phoenix
4647,60,Male,Yes,,Monthly,Chicago
612,43,Male,Yes,19,Monthly,California
2163,60,Male,No,32,Weekly,Oregon
4382,34,Female,Yes,,Quarterly,Phoenix
3067,58,Female,No,13,Every 3 Months,Michigan
3429,32,Female,No,20,Monthly,Washington
1594,61,Male,No,25,Monthly,Maryland
2217,41,Male,No,15,Bi-Weekly,Vermont
1547,60,Male,No,17,Annually,Oregon
1515,26,Male,No,1,Weekly,Utah
3033,26,Female,No,24,Quarterly,California
4617,45,Male,Yes,18,Monthly,Los Angeles
4092,55,Other,No,33,Monthly,Phoenix
3257,60,Female,No,50,Every 3 Months,Wisconsin
1211,34,Male,No,5,Quarterly,Missouri
711,22,Male,Yes,26,Fortnightly,Virginia
2443,53,Male,No,50,Bi-Weekly,Wyoming
2553,61,Male,No,13,Annually,Maryland
3603,58,Female,No,40,Quarterly,Wyoming
2191,42,Male,No,33,Annually,Alaska
1788,20,Male,No,10,Quarterly,Montana
2451,68,Male,No,7,Quarterly,North Carolina
4409,31,Male,Yes,,Quarterly,Phoenix
3728,41,Female,No,17,Bi-Weekly,Maine
1553,54,Male,No,20,Monthly,New Mexico
4689,69,Male,No,24,Monthly,Houston
228,50,Male,Yes,25,Fortnightly,Rhode Island
55,47,Male,Yes,35,Bi-Weekly,New Mexico
4504,29,Male,No,,Monthly,Los Angeles
3158,21,Female,No,5,Fortnightly,Maine
2675,40,Female,No,15,Every 3 Months,Florida
2954,45,Female,No,11,Annually,Maryland
722,43,Male,Yes,41,Every 3 Months,California
4812,70,Male,Yes,6,Quarterly,Los Angeles
4878,54,Male,Yes,36,Weekly,New York
2535,41,Male,No,22,Weekly,Virginia
157,35,Male,Yes,40,Annually,Missouri
1863,59,Male,No,10,Fortnightly,New Hampshire
3635,59,Female,No,17,Annually,Ohio
3684,30,Female,No,17,Fortnightly,Mississippi
3824,50,Female,No,27,Weekly,California
4179,46,Other,No,14,Monthly,Phoenix
3754,39,Female,No,22,Fortnightly,Louisiana
4644,38,Female,Yes,25,Weekly,Los Angeles
1922,47,Male,No,13,Annually,Michigan
3762,60,Female,No,3,Every 3 Months,Nevada
1715,30,Male,No,15,Monthly,South Dakota
502,64,Male,Yes,21,Annually,Florida
2963,57,Female,No,42,Every 3 Months,California
4925,18,Other,Yes,,Monthly,Los Angeles
2689,53,Female,No,18,Every 3 Months,West Virginia
3644,53,Female,No,47,Annually,Tennessee
1364,36,Male,No,47,Quarterly,Wisconsin
1575,18,Male,No,32,Bi-Weekly,Minnesota
3633,27,Female,No,3,Quarterly,Utah
623,69,Male,Yes,44,Fortnightly,Georgia
4349,18,Male,No,,Quarterly,New York
3531,62,Female,No,37,Weekly,Oklahoma
