Item Purchased,Size,Color,Category,Season,Review Rating,Purchase Amount (USD),Discount Applied,Shipping Type,Payment Method,Customer ID
Shirt,S,Blue,Accessories,Spring,,191.75,Yes,Standard,Debit Card,4089
Shirt,,Black,Electronics,Winter,,996.72,Yes,Express,PayPal,4868
Pants,M,Peach,Clothing,Spring,4.9,55,Yes,2-Day Shipping,Credit Card,666
Sandals,M,Black,Footwear,Spring,4.6,80,No,Next Day Air,PayPal,3594
Boots,M,Yellow,Footwear,Fall,2.8,46,No,Store Pickup,Bank Transfer,2353
Blouse,M,Violet,Clothing,Spring,3.1,41,No,Store Pickup,PayPal,3596
Handbag,XL,Orange,Accessories,Fall,4.8,79,No,Next Day Air,Bank Transfer,3305
Blouse,M,Blue,Clothing,Winter,4.9,60,No,Express,Cash,3270
Shoes,S,White,Clothing,Winter,1,586.22,No,Standard,Debit Card,4119
Laptop,,White,Electronics,Summer,,,No,Express,Debit Card,4033
Dress,M,White,Clothing,Fall,3.6,21,Yes,Standard,Venmo,1346
Watch,L,Red,Accessories,Autumn,2,,No,Express,Cash,4444
Bag,L,Black,Accessories,Autumn,4,,No,Express,Debit Card,5044
Dress,M,Charcoal,Clothing,Fall,3.6,98,Yes,Next Day Air,Venmo,155
Phone,,Green,Electronics,Summer,5,624.48,No,Standard,Debit Card,4903
Watch,,Green,Electronics,Autumn,,,Yes,Standard,Credit Card,4443
Shoes,L,Blue,Footwear,Winter,3.9,85,No,Standard,Bank Transfer,3163
Hat,S,Brown,Accessories,Spring,3.1,70,No,Express,Bank Transfer,3521
Backpack,XL,Yellow,Accessories,Winter,3.4,65,No,Standard,Venmo,2818
Dress,M,Pink,Clothing,Summer,2.7,81,No,Express,Credit Card,2658
Handbag,S,Cyan,Accessories,Spring,3.4,24,No,Express,Bank Transfer,2524
Bag,M,Blue,Clothing,Spring,2,1214.49,Yes,Standard,PayPal,4412
Headphones,M,Green,Accessories,Summer,,1173.99,Yes,Standard,Cash,4999
Sneakers,L,Indigo,Footwear,Summer,3.3,27,No,Next Day Air,Cash,1997
Sandals,L,Black,Footwear,Winter,4.1,44,Yes,Express,PayPal,628
Skirt,S,Violet,Clothing,Fall,5,82,No,Next Day Air,Credit Card,2761
Shirt,M,Blue,Accessories,Autumn,,864.54,Yes,Express,Cash,4780
Handbag,M,Magenta,Accessories,Fall,4.6,57,No,Store Pickup,PayPal,3479
Scarf,XL,Magenta,Accessories,Fall,3.2,96,No,Standard,Debit Card,3644
Dress,L,Blue,Clothing,Summer,4.7,52,No,Free Shipping,Debit Card,2097
Sunglasses,S,Maroon,Accessories,Fall,4.6,84,No,Store Pickup,PayPal,3223
Blouse,M,Beige,Clothing,Spring,3.8,25,No,2-Day Shipping,PayPal,2769
Sweater,L,Purple,Clothing,Fall,4.6,54,Yes,Next Day Air,Credit Card,610
Scarf,M,Indigo,Accessories,Winter,4.7,57,No,Standard,PayPal,2407
Boots,XL,Cyan,Footwear,Fall,2.6,63,Yes,Free Shipping,Cash,1218
Jacket,L,Violet,Outerwear,Fall,2.5,59,No,Free Shipping,Cash,2898
Pants,M,Beige,Clothing,Summer,4.7,61,Yes,Next Day Air,Bank Transfer,182
Shorts,S,Purple,Clothing,Summer,3.5,29,Yes,Free Shipping,Venmo,740
Pants,M,Purple,Clothing,Fall,3.2,76,No,Next Day Air,Cash,3246
Laptop,M,Blue,Accessories,Winter,,,No,Standard,Credit Card,4910
Sneakers,M,Yellow,Footwear,Fall,4,100,Yes,Store Pickup,Cash,205
Boots,S,Red,Footwear,Winter,,100,Yes,2-Day Shipping,Debit Card,1209
Jewelry,M,Yellow,Accessories,Spring,4.6,95,No,2-Day Shipping,PayPal,3229
Jewelry,L,Peach,Accessories,Spring,3.1,98,No,Standard,PayPal,3073
Coat,L,Green,Outerwear,Winter,3.4,68,Yes,Next Day Air,PayPal,237
Shoes,,Green,Electronics,Autumn,2,70.87,No,Standard,Credit Card,4085
Handbag,L,Beige,Accessories,Summer,4.8,85,No,Next Day Air,Cash,2941
Shoes,M,Red,Footwear,Summer,3.3,58,No,2-Day Shipping,Debit Card,2648
T-shirt,M,Maroon,Clothing,Spring,4,99,No,Next Day Air,Bank Transfer,3083
Sweater,XL,Yellow,Clothing,Fall,4.5,83,Yes,Next Day Air,Bank Transfer,234
Coat,M,White,Outerwear,Spring,4.7,20,No,Free Shipping,Debit Card,2697
Sandals,S,Cyan,Footwear,Summer,4.7,20,No,Express,Venmo,3130
Dress,S,Peach,Clothing,Summer,2.7,43,Yes,2-Day Shipping,PayPal,1068
Jewelry,M,Black,Accessories,Winter,4.8,40,Yes,Next Day Air,Cash,1095
Sweater,S,Maroon,Clothing,Fall,3.2,30,Yes,Next Day Air,Venmo,284
Shorts,M,Charcoal,Clothing,Summer,2.6,100,Yes,2-Day Shipping,Venmo,1413
Shorts,M,Blue,Clothing,Summer,3.6,35,Yes,Store Pickup,Credit Card,172
Shirt,M,Red,Clothing,Winter,3,,No,Express,Credit Card,4115
Sneakers,M,White,Footwear,Summer,2.9,20,Yes,Standard,Venmo,6
Belt,M,Blue,Accessories,Winter,4.8,100,Yes,Express,PayPal,249
Hat,L,Orange,Accessories,Winter,4,43,Yes,Free Shipping,Cash,854
Gloves,L,Maroon,Accessories,Spring,4.7,25,No,2-Day Shipping,Bank Transfer,3615
Phone,L,Blue,Accessories,Spring,,,Yes,Express,PayPal,4268
Shirt,L,White,Clothing,Winter,3.5,63,No,Next Day Air,Bank Transfer,3097
Jeans,XL,Beige,Clothing,Spring,3.3,96,No,Free Shipping,Cash,2260
Handbag,S,Cyan,Accessories,Summer,4.8,83,Yes,Free Shipping,Cash,1137
Socks,M,Olive,Clothing,Fall,4.2,29,Yes,Next Day Air,Bank Transfer,1035
Shirt,XL,Purple,Clothing,Winter,3.8,59,Yes,2-Day Shipping,Credit Card,682
Sweater,L,Black,Clothing,Winter,2.9,64,Yes,2-Day Shipping,Venmo,1057
Socks,L,Indigo,Clothing,Fall,3.3,37,No,Next Day Air,Venmo,2681
Sneakers,XL,Indigo,Footwear,Winter,3.8,41,No,Free Shipping,Cash,3819
Hoodie,S,Blue,Clothing,Winter,4.9,20,Yes,2-Day Shipping,Venmo,587
Jewelry,M,Indigo,Accessories,Fall,2.6,64,Yes,Store Pickup,Bank Transfer,1386
Laptop,L,Black,Clothing,Winter,1,1481.42,No,Express,Cash,4853
Backpack,M,Purple,Accessories,Summer,2.8,81,No,Free Shipping,Credit Card,2424
Coat,M,Brown,Outerwear,,2.5,77,Yes,Next Day Air,Cash,768
Backpack,M,Blue,Accessories,Spring,3.4,22,No,Next Day Air,Bank Transfer,3058
Shoes,L,Pink,Footwear,Spring,4,52,Yes,Store Pickup,PayPal,435
Sweater,M,White,Clothing,Fall,,85,Yes,2-Day Shipping,Credit Card,629
Jewelry,L,Indigo,Accessories,Summer,4.4,74,No,2-Day Shipping,Debit Card,3851
Hoodie,M,Red,Clothing,Fall,4.9,96,No,Express,PayPal,3709
T-shirt,L,Silver,Clothing,Summer,4.2,55,Yes,Free Shipping,Venmo,207
Sneakers,S,Peach,Footwear,Winter,2.5,91,No,Next Day Air,Venmo,2366
Shirt,L,Lavender,Clothing,Spring,3,27,No,Free Shipping,Cash,2820
Hoodie,XL,Maroon,Clothing,Winter,4.7,68,No,Store Pickup,Credit Card,3192
Handbag,M,Red,Accessories,Fall,2.7,97,Yes,Free Shipping,Bank Transfer,1375
T-shirt,S,Beige,Clothing,Spring,3.8,34,No,Next Day Air,Debit Card,2293
Shirt,XL,Brown,Clothing,Winter,3.4,21,No,Standard,Debit Card,3486
Headphones,,Blue,Electronics,Spring,,902.86,No,Standard,Debit Card,4170
Belt,M,Turquoise,Accessories,Winter,4.3,23,Yes,Express,Credit Card,439
Sunglasses,S,Yellow,Accessories,Spring,4.8,63,Yes,Store Pickup,Cash,991
Socks,L,Violet,Clothing,Summer,3.8,53,No,Next Day Air,Cash,1944
Jeans,XL,Silver,Clothing,Spring,2.7,55,Yes,Standard,Debit Card,1502
Scarf,M,Orange,Accessories,Spring,4.5,39,Yes,Standard,Venmo,42
Jewelry,M,Violet,Accessories,Summer,3.9,67,Yes,Next Day Air,Credit Card,173
Laptop,XL,Blue,Clothing,Autumn,1,,Yes,Standard,Debit Card,4369
Phone,XL,White,Clothing,Autumn,3,650.7,Yes,Standard,Cash,5025
Headphones,,Green,Electronics,Summer,,,No,Standard,PayPal,4623
Coat,S,Beige,Outerwear,Fall,2.6,46,Yes,Standard,Credit Card,1097
Phone,,Green,Electronics,Winter,,,Yes,Standard,Debit Card,4241
Belt,S,Cyan,Accessories,Winter,3,95,Yes,Standard,Credit Card,323
Sweater,M,Peach,Clothing,Spring,2.9,28,Yes,2-Day Shipping,Venmo,1459
Boots,L,Gray,Footwear,Fall,4.9,72,No,Store Pickup,Bank Transfer,2849
Shoes,S,Olive,Footwear,Summer,4.1,66,Yes,Next Day Air,Credit Card,1112
Sunglasses,M,Silver,Accessories,Fall,3.4,58,No,Express,Venmo,3218
Shorts,M,Charcoal,Clothing,Summer,2.5,72,Yes,Free Shipping,Bank Transfer,611
Shirt,,Red,Electronics,Winter,5,561.28,No,Standard,Credit Card,4604
Hat,L,Purple,Accessories,Winter,3.9,85,No,Express,Bank Transfer,3101
Sunglasses,M,Pink,Accessories,Summer,3.5,58,No,Free Shipping,PayPal,3332
Sunglasses,S,Pink,Accessories,Fall,4.4,92,Yes,Store Pickup,Credit Card,605
Sandals,XL,Blue,Footwear,Summer,,72,Yes,Store Pickup,Credit Card,81
Phone,,Blue,Electronics,Spring,,,No,Express,Debit Card,5084
Scarf,XL,Violet,Accessories,Spring,4.7,23,Yes,Store Pickup,Cash,958
Shirt,,Blue,Electronics,Winter,2,,Yes,Express,Credit Card,5090
Phone,L,Black,Accessories,Winter,,,Yes,Express,Cash,4578
Skirt,L,Beige,Clothing,Winter,4.8,61,No,Store Pickup,PayPal,2881
Shorts,L,Yellow,Clothing,Fall,3.4,32,No,Express,Bank Transfer,2860
Gloves,M,Maroon,Accessories,Fall,3.8,25,No,Store Pickup,Cash,2279
Shoes,,Blue,Electronics,Spring,,,Yes,Standard,Credit Card,4271
Shirt,L,Black,Clothing,Autumn,1,286.38,Yes,Express,PayPal,4960
Shorts,L,Yellow,Clothing,Spring,4,78,Yes,Store Pickup,PayPal,584
Boots,S,Purple,Footwear,Spring,5,55,No,2-Day Shipping,Cash,3447
Shoes,M,White,Footwear,Spring,3.8,90,Yes,Next Day Air,Bank Transfer,999
Boots,M,Pink,Footwear,Summer,4.2,77,Yes,Free Shipping,Venmo,874
Jewelry,M,White,Accessories,Winter,3.7,22,No,Express,PayPal,2543
Scarf,S,Peach,Accessories,Spring,4.9,69,No,2-Day Shipping,Debit Card,1859
Coat,S,Olive,Outerwear,Spring,3.6,48,No,Standard,Credit Card,2961
Shirt,L,Blue,Accessories,Summer,,1360.55,Yes,Standard,Credit Card,4784
Boots,M,Teal,Footwear,Spring,3,71,No,Standard,PayPal,3807
Blouse,M,Turquoise,Clothing,Spring,2.7,49,Yes,Free Shipping,PayPal,5
Sweater,L,Silver,Clothing,Summer,2.8,30,No,Store Pickup,Bank Transfer,2702
Handbag,L,Turquoise,Accessories,Winter,3.3,47,Yes,2-Day Shipping,PayPal,888
Hoodie,L,Brown,Clothing,Winter,3.1,59,Yes,Store Pickup,Credit Card,1311
Socks,M,Olive,Clothing,Summer,3.1,45,No,Free Shipping,Debit Card,3317
Socks,XL,White,Clothing,Winter,4.5,53,No,Next Day Air,Venmo,2930
Dress,M,Charcoal,Clothing,Spring,4.8,75,No,Free Shipping,Bank Transfer,2570
Boots,L,Beige,Footwear,Spring,2.6,70,No,Free Shipping,Debit Card,3145
Hoodie,S,Pink,Clothing,Spring,3.4,25,Yes,Express,Credit Card,911
Blouse,M,Beige,Clothing,Fall,2.7,59,Yes,Free Shipping,PayPal,349
Shoes,S,Cyan,Footwear,Fall,2.6,85,No,2-Day Shipping,Cash,3877
Bag,XL,White,Clothing,Spring,,956.02,Yes,Standard,Cash,4251
Phone,XL,Green,Clothing,Autumn,,,No,Standard,Cash,4287
Shoes,M,Blue,Accessories,Summer,4,,Yes,Express,Debit Card,5036
Shirt,S,Green,Accessories,Autumn,,1164.11,No,Express,PayPal,4988
Bag,L,Green,Accessories,Autumn,3,,No,Standard,Cash,5001
Handbag,M,Beige,Accessories,Winter,2.6,75,No,Standard,Cash,1693
Sneakers,L,Brown,Footwear,Spring,4.1,31,Yes,2-Day Shipping,Credit Card,1376
Shoes,M,Black,Accessories,Spring,,,No,Express,Credit Card,5079
Skirt,S,Black,Clothing,Fall,4,30,Yes,Standard,Venmo,147
Jacket,XL,Olive,Outerwear,Fall,4.9,88,No,Standard,Bank Transfer,1694
Scarf,M,Violet,Accessories,Summer,3.6,79,No,Free Shipping,Bank Transfer,3547
Shoes,S,Green,Footwear,Fall,4.1,51,Yes,Free Shipping,Bank Transfer,828
Dress,S,Maroon,Clothing,Fall,3.3,63,Yes,Express,Venmo,497
Pants,L,Turquoise,Clothing,Spring,3.5,52,No,Store Pickup,Cash,1931
Jeans,XL,Gray,Clothing,Summer,4.6,53,Yes,Store Pickup,PayPal,1421
Phone,M,Blue,Clothing,Spring,4,1096.71,Yes,Standard,Credit Card,4635
Pants,XL,Black,Clothing,Winter,4.7,82,No,Store Pickup,Credit Card,3494
Sandals,XL,Purple,Footwear,Spring,3.6,55,No,Express,Cash,2617
Handbag,L,Brown,Accessories,Fall,3.6,43,No,Express,Venmo,2827
Blouse,L,Purple,Clothing,Spring,3.5,72,No,Express,Venmo,2271
Handbag,L,Magenta,Accessories,Fall,4.3,63,No,2-Day Shipping,PayPal,3441
Handbag,M,Gray,Accessories,Fall,2.9,38,No,Next Day Air,Credit Card,2208
Sneakers,L,Yellow,Footwear,Fall,4.1,57,No,Free Shipping,Venmo,3781
Hoodie,M,Maroon,Clothing,Winter,3.2,55,Yes,Standard,Debit Card,154
Scarf,L,Orange,Accessories,Fall,2.6,72,Yes,Store Pickup,Debit Card,1390
Sneakers,L,Gold,Footwear,Spring,4.8,28,No,2-Day Shipping,Bank Transfer,2312
T-shirt,M,Violet,Clothing,Spring,4.4,38,No,Next Day Air,Debit Card,2429
Shoes,XL,Teal,Footwear,Spring,3.1,36,No,Express,PayPal,2608
T-shirt,M,Violet,Clothing,Spring,4.4,38,No,Next Day Air,Debit Card,2429
Backpack,M,Gray,Accessories,Spring,3.2,59,Yes,2-Day Shipping,Bank Transfer,266
Sunglasses,L,Blue,Accessories,Winter,4.3,66,No,Express,Credit Card,2780
Jacket,L,Lavender,Outerwear,Summer,2.7,21,No,Standard,Credit Card,3868
Shoes,S,Black,Accessories,Winter,4,,No,Standard,Credit Card,4021
Shirt,L,White,Clothing,Winter,3,,No,Express,Cash,4399
Jacket,M,Pink,Outerwear,Winter,4.3,51,No,2-Day Shipping,Bank Transfer,2413
Backpack,S,Orange,Accessories,Spring,4,63,Yes,2-Day Shipping,PayPal,1305
Sunglasses,L,Olive,Accessories,Spring,3,54,Yes,Next Day Air,Venmo,1378
Socks,M,Pink,Clothing,Winter,4.7,28,No,Express,Debit Card,3809
Watch,M,Green,Accessories,Spring,5,843.84,Yes,Express,Debit Card,4339
Jacket,XL,Lavender,Outerwear,Fall,4.3,92,No,Free Shipping,Debit Card,3205
Headphones,S,Red,Accessories,Winter,,,No,Express,Cash,4433
Belt,L,Beige,Accessories,Summer,3.7,26,No,Store Pickup,Debit Card,1860
Gloves,M,Silver,Accessories,Spring,4.7,58,No,Next Day Air,Cash,1869
Scarf,M,Silver,Accessories,Winter,3.5,38,No,Free Shipping,PayPal,3495
T-shirt,S,Teal,Clothing,Summer,4.2,79,No,Free Shipping,Bank Transfer,3249
Shoes,M,Gold,Footwear,Summer,3.1,34,No,2-Day Shipping,Bank Transfer,1773
Jeans,M,Pink,Clothing,Winter,3.7,78,Yes,Next Day Air,PayPal,729
Laptop,M,White,Accessories,Winter,,680.04,Yes,Express,Debit Card,4422
Socks,XL,Pink,,Winter,4.2,79,No,Express,Cash,2364
Hat,M,Magenta,Accessories,Fall,4.9,58,No,Standard,Debit Card,3446
Sneakers,M,Indigo,Footwear,Winter,3.6,22,No,2-Day Shipping,Debit Card,3213
Boots,S,Magenta,Footwear,Summer,3.4,67,Yes,Free Shipping,Debit Card,1315
Hoodie,M,Charcoal,Clothing,Spring,4.4,100,No,2-Day Shipping,Debit Card,2808
Pants,XL,Orange,Clothing,Spring,4.3,99,No,Standard,Bank Transfer,2463
Jacket,M,Indigo,Outerwear,Winter,3.5,48,No,2-Day Shipping,Credit Card,2857
Pants,L,Indigo,Clothing,Winter,3.9,40,No,Free Shipping,Credit Card,2620
Skirt,M,Cyan,Clothing,Summer,2.8,98,No,2-Day Shipping,PayPal,2663
Watch,,Blue,Electronics,Summer,5,,Yes,Express,Debit Card,5096
Shorts,L,Gold,Clothing,Fall,4.5,75,No,Next Day Air,Cash,3379
Shoes,XL,Black,Clothing,Autumn,2,1311.96,Yes,Express,Debit Card,4829
Blouse,S,Pink,Clothing,Spring,3,23,Yes,Store Pickup,Debit Card,1244
Jewelry,M,Lavender,Accessories,Winter,4,85,Yes,Standard,Credit Card,615
Sunglasses,XL,Olive,Accessories,Winter,2.7,60,No,Next Day Air,Bank Transfer,2642
Belt,M,Blue,Accessories,Fall,3.2,63,No,Next Day Air,Bank Transfer,2061
Hoodie,L,Green,Clothing,Spring,5,42,No,2-Day Shipping,Debit Card,2889
Sneakers,M,Indigo,Footwear,Spring,3.6,93,Yes,Store Pickup,Debit Card,567
Sneakers,M,Cyan,Footwear,Summer,3.9,41,Yes,Standard,PayPal,864
Phone,,Blue,Electronics,Summer,3,144.61,Yes,Express,Cash,4374
Scarf,L,White,Accessories,Spring,4.5,79,No,2-Day Shipping,Venmo,3285
Sneakers,XL,Magenta,Footwear,Winter,3.4,59,No,Store Pickup,Credit Card,2438
Sneakers,M,Olive,Footwear,Fall,2.8,60,Yes,Standard,PayPal,1296
Shirt,L,Green,Accessories,Spring,,580.6,Yes,Express,PayPal,4105
Blouse,M,Red,Clothing,Winter,4.3,41,No,Standard,Cash,1882
Headphones,,Blue,Electronics,Winter,,444.17,Yes,Express,PayPal,4213
Sneakers,L,Cyan,Footwear,Summer,3.7,71,Yes,Standard,Cash,1581
T-shirt,S,Blue,Clothing,Winter,4.9,99,No,Express,Debit Card,3865
Shorts,S,Brown,Clothing,Winter,4,43,Yes,Store Pickup,Bank Transfer,1623
Shoes,M,Black,Clothing,Autumn,,221.06,No,Express,Cash,4267
Laptop,S,Green,Accessories,Summer,5,,Yes,Express,Credit Card,4487
Hat,M,Teal,Accessories,Winter,3.8,84,Yes,Free Shipping,Debit Card,1561
Sneakers,L,Yellow,Footwear,Fall,4.7,98,No,Standard,Venmo,3534
Bag,,White,Electronics,Autumn,,,No,Standard,Credit Card,4060
Jeans,M,Indigo,Clothing,Fall,4,89,Yes,Standard,Venmo,1544
Pants,M,Red,Clothing,Summer,4.1,91,No,Free Shipping,Bank Transfer,3720
Headphones,L,Blue,Accessories,Summer,5,599.51,Yes,Express,Cash,4434
Jewelry,M,Green,Accessories,Winter,3.3,98,No,Next Day Air,Credit Card,3655
Sneakers,L,Beige,Footwear,Winter,3.8,84,No,Standard,Debit Card,2239
Blouse,M,Pink,Clothing,Fall,3,98,No,Store Pickup,Credit Card,3226
Sandals,L,Green,Footwear,Fall,3.3,81,Yes,Store Pickup,Debit Card,181
Jeans,L,Blue,Clothing,Spring,2.8,98,No,Store Pickup,Debit Card,1980
Hoodie,S,Lavender,Clothing,Summer,3.7,36,Yes,Standard,Cash,1029
Jeans,L,Orange,Clothing,Spring,3,68,No,Free Shipping,PayPal,2045
Socks,M,Olive,Clothing,Fall,4.2,44,No,2-Day Shipping,Debit Card,2119
Skirt,L,Violet,Clothing,Winter,3.6,96,Yes,Store Pickup,Venmo,1107
Sunglasses,M,Olive,Accessories,Winter,4.6,24,Yes,Free Shipping,Debit Card,1663
Shirt,M,White,Clothing,Summer,5,175.64,No,Standard,Credit Card,4650
Shirt,S,Indigo,Clothing,Fall,3.3,86,Yes,Free Shipping,Venmo,433
Jacket,M,Teal,Outerwear,Summer,2.9,23,No,Express,Debit Card,2117
Shoes,,Red,Electronics,Autumn,,372.33,No,Express,Cash,4810
Backpack,L,Peach,Accessories,Winter,3.4,71,No,Standard,Credit Card,3402
Bag,,Red,Electronics,Spring,2,1487,No,Standard,Debit Card,4380
Socks,M,Cyan,Clothing,Summer,3,39,No,2-Day Shipping,Debit Card,3610
Shirt,S,Red,Clothing,Winter,4.7,68,No,Store Pickup,Cash,2020
Dress,M,Indigo,Clothing,Spring,5,55,No,Free Shipping,Credit Card,3555
Skirt,XL,Silver,Clothing,Fall,4.2,39,Yes,Free Shipping,Debit Card,765
Shorts,M,Purple,Clothing,Spring,2.7,26,No,2-Day Shipping,Credit Card,1845
Socks,XL,Silver,Clothing,Spring,2.5,32,Yes,Express,Venmo,778
Shoes,L,Blue,Clothing,Spring,,,No,Standard,Debit Card,4699
Hat,L,Violet,Accessories,Summer,2.9,48,Yes,Express,Credit Card,91
Jacket,L,Purple,Outerwear,Spring,2.9,24,No,Express,Debit Card,3284
Socks,S,Maroon,Clothing,,4.2,86,Yes,Express,Debit Card,588
Shirt,M,Magenta,Clothing,Winter,2.9,51,No,Standard,Debit Card,2115
Belt,XL,Blue,Accessories,Summer,3.4,30,Yes,Express,Bank Transfer,1017
Backpack,M,Black,Accessories,Summer,3,95,No,Store Pickup,Debit Card,2610
Laptop,XL,Black,Clothing,Autumn,5,,Yes,Express,PayPal,4920
Hoodie,M,Maroon,Clothing,Winter,4.2,81,Yes,Standard,Credit Card,442
Pants,XL,Orange,Clothing,Fall,3.8,59,No,Store Pickup,Credit Card,1711
Hat,S,Turquoise,Accessories,Fall,3.5,74,Yes,Standard,Credit Card,955
Watch,XL,White,Clothing,Spring,,,Yes,Express,PayPal,4421
Backpack,L,Silver,Accessories,Summer,3.4,90,No,Free Shipping,Credit Card,3646
T-shirt,L,Pink,Clothing,Spring,3.5,47,No,Store Pickup,Cash,2841
Sunglasses,S,Black,Accessories,Summer,2.8,26,Yes,Free Shipping,Bank Transfer,1551
Backpack,L,Indigo,Accessories,Spring,2.9,25,Yes,Next Day Air,Debit Card,1012
Sandals,M,Turquoise,Footwear,Fall,3.4,95,Yes,Express,Venmo,680
Socks,XL,Violet,Clothing,Fall,3.5,96,No,Express,Credit Card,3561
Shorts,L,Maroon,Clothing,Fall,4.9,81,No,2-Day Shipping,Cash,1708
Laptop,S,White,Clothing,Autumn,,,No,Express,Credit Card,4196
Sweater,L,Brown,Clothing,Fall,3.1,89,Yes,Free Shipping,Cash,124
Shirt,M,Orange,Clothing,Summer,4.9,25,Yes,Next Day Air,Cash,1042
Laptop,L,Black,Clothing,Spring,,117.29,No,Standard,Cash,4117
Shorts,XL,Beige,Clothing,Winter,3.6,90,No,Standard,PayPal,3076
Coat,M,Gray,Outerwear,Fall,4.3,46,Yes,Express,Cash,1363
Blouse,M,Cyan,Clothing,Summer,4,33,Yes,2-Day Shipping,Credit Card,36
Sandals,L,Yellow,Footwear,Summer,4.6,32,Yes,Express,Cash,118
Socks,M,White,Clothing,Summer,3.3,88,Yes,2-Day Shipping,Debit Card,1524
Phone,,Red,Electronics,Autumn,,1364.38,No,Standard,Credit Card,4840
Dress,L,Charcoal,Clothing,Fall,3.4,27,Yes,Free Shipping,PayPal,1423
Watch,L,Black,Accessories,Summer,,1122.1,No,Standard,Debit Card,4690
Hoodie,M,Gray,Clothing,Summer,2.7,51,No,Next Day Air,Bank Transfer,3745
Bag,,White,Electronics,Autumn,,,Yes,Standard,Credit Card,4791
Coat,S,White,Outerwear,Spring,,52,Yes,Store Pickup,Venmo,1335
Sweater,M,Teal,Clothing,Spring,2.6,40,No,Free Shipping,Bank Transfer,2874
Bag,,Green,Electronics,Winter,,882.19,Yes,Standard,Debit Card,4229
Hoodie,M,Charcoal,Clothing,Spring,3.4,84,No,2-Day Shipping,Bank Transfer,2877
Sunglasses,S,Purple,Accessories,Winter,2.6,90,No,Free Shipping,Debit Card,2002
Sunglasses,L,Pink,Accessories,Spring,4,31,No,Next Day Air,PayPal,3641
Shorts,L,Gold,Clothing,Fall,,92,Yes,Express,Debit Card,1073
Headphones,,Green,Electronics,Autumn,1,20.19,Yes,Express,Debit Card,4157
Shoes,M,Lavender,Footwear,Winter,3.1,99,No,Next Day Air,PayPal,3273
Watch,M,White,Accessories,Autumn,,1436.4,Yes,Express,PayPal,5013
Blouse,XL,Magenta,Clothing,Summer,3.2,71,No,Store Pickup,Venmo,3669
Jewelry,S,Green,Accessories,Spring,3.2,56,No,Express,Credit Card,3540
Phone,L,Black,Accessories,Winter,3,,Yes,Express,Debit Card,4554
Blouse,M,Gold,Clothing,Winter,3.8,85,Yes,Standard,Credit Card,1388
Watch,S,Blue,Accessories,Autumn,5,,No,Standard,Credit Card,4890
Handbag,M,Gray,Accessories,Winter,4.8,82,No,2-Day Shipping,Cash,2927
Scarf,M,Violet,Accessories,Winter,3.4,85,No,Store Pickup,Bank Transfer,2116
Sunglasses,M,Purple,Accessories,Summer,4.8,80,Yes,Next Day Air,PayPal,1114
Backpack,L,Silver,Accessories,Spring,4,86,No,Next Day Air,Debit Card,3832
Skirt,L,Red,Clothing,Winter,3.6,27,No,Store Pickup,Cash,1746
Sandals,M,Purple,Footwear,Spring,4.8,71,No,Next Day Air,PayPal,3569
Sneakers,M,Purple,Footwear,Fall,3.4,82,No,Next Day Air,Credit Card,2762
Coat,M,Purple,Outerwear,Summer,4.1,49,No,2-Day Shipping,PayPal,2538
Backpack,M,Gray,Accessories,Winter,3.8,54,No,Express,Debit Card,3330
Laptop,,Black,Electronics,Autumn,,711.4,No,Standard,PayPal,4495
Scarf,S,Turquoise,Accessories,Summer,2.6,58,No,Express,PayPal,3793
Socks,S,Red,Clothing,Summer,3,70,No,Next Day Air,PayPal,3391
Sunglasses,M,Yellow,Accessories,Spring,2.6,86,Yes,2-Day Shipping,Cash,676
Backpack,M,Red,Accessories,Spring,4.7,51,Yes,Express,Venmo,894
T-shirt,S,Silver,Clothing,Spring,4.2,71,No,Free Shipping,Cash,1905
Sandals,M,Gray,Footwear,Fall,4.7,65,No,Next Day Air,PayPal,2224
Bag,M,Blue,Accessories,Spring,5,,No,Standard,Debit Card,4335
Headphones,S,Black,Clothing,Autumn,,,No,Standard,Cash,4177
Belt,L,Cyan,Accessories,Winter,3.2,24,Yes,Next Day Air,Venmo,1589
T-shirt,M,Maroon,Clothing,Spring,4.5,65,No,Express,PayPal,3015
Handbag,M,Gold,Accessories,Summer,2.6,63,No,Free Shipping,Cash,2306
Skirt,L,Black,Clothing,Spring,4.3,63,No,2-Day Shipping,Credit Card,3288
Phone,,Blue,Electronics,Summer,,,No,Express,PayPal,4178
Boots,M,Indigo,Footwear,Summer,3.8,99,No,Next Day Air,Venmo,2010
Shorts,L,Cyan,Clothing,Spring,3.9,23,No,Standard,PayPal,2558
Dress,S,Maroon,Clothing,Winter,3.7,86,Yes,2-Day Shipping,Venmo,1508
Backpack,L,Brown,Accessories,Spring,4.8,40,Yes,2-Day Shipping,Cash,123
T-shirt,M,Indigo,Clothing,Winter,3.9,28,No,Express,Credit Card,2955
Hoodie,S,Beige,Clothing,Summer,3,57,Yes,Next Day Air,PayPal,1448
Phone,XL,Black,Clothing,Autumn,2,,No,Express,PayPal,4936
Shorts,M,Teal,Clothing,Spring,2.8,53,No,Express,PayPal,1822
T-shirt,M,Yellow,Clothing,Winter,2.7,88,No,Standard,Debit Card,2237
Watch,,White,Electronics,Autumn,,,Yes,Express,PayPal,4144
Shirt,M,Gray,Clothing,Fall,3.2,85,Yes,Free Shipping,Cash,7
